osm_id;land;ort;plz;landkreis;bundesland
1104550;DE;Aach;78267;Landkreis Konstanz;Baden-Württemberg
1255910;DE;Aach;54298;Landkreis Trier-Saarburg;Rheinland-Pfalz
62564;DE;Aachen;52062;Städteregion Aachen;Nordrhein-Westfalen
62564;DE;Aachen;52064;Städteregion Aachen;Nordrhein-Westfalen
62564;DE;Aachen;52066;Städteregion Aachen;Nordrhein-Westfalen
62564;DE;Aachen;52068;Städteregion Aachen;Nordrhein-Westfalen
62564;DE;Aachen;52070;Städteregion Aachen;Nordrhein-Westfalen
62564;DE;Aachen;52072;Städteregion Aachen;Nordrhein-Westfalen
62564;DE;Aachen;52074;Städteregion Aachen;Nordrhein-Westfalen
62564;DE;Aachen;52076;Städteregion Aachen;Nordrhein-Westfalen
62564;DE;Aachen;52078;Städteregion Aachen;Nordrhein-Westfalen
62564;DE;Aachen;52080;Städteregion Aachen;Nordrhein-Westfalen
915486;DE;Aalen;73430;Ostalbkreis;Baden-Württemberg
915486;DE;Aalen;73431;Ostalbkreis;Baden-Württemberg
915486;DE;Aalen;73432;Ostalbkreis;Baden-Württemberg
915486;DE;Aalen;73433;Ostalbkreis;Baden-Württemberg
915486;DE;Aalen;73434;Ostalbkreis;Baden-Württemberg
413109;DE;Aarbergen;65326;Rheingau-Taunus-Kreis;Hessen
448770;DE;Aasbüttel;25560;Kreis Steinburg;Schleswig-Holstein
158409;DE;Abenberg;91183;Landkreis Roth;Bayern
956651;DE;Abensberg;93326;Landkreis Kelheim;Bayern
1244276;DE;Abentheuer;55767;Landkreis Birkenfeld;Rheinland-Pfalz
1015097;DE;Absberg;91720;Landkreis Weißenburg-Gunzenhausen;Bayern
410485;DE;Abstatt;74232;Landkreis Heilbronn;Baden-Württemberg
2389084;DE;Abtsbessingen;99713;Kyffhäuserkreis;Thüringen
915445;DE;Abtsgmünd;73453;Ostalbkreis;Baden-Württemberg
537061;DE;Abtsteinach;69518;Kreis Bergstraße;Hessen
283691;DE;Abtswind;97355;Landkreis Kitzingen;Bayern
1244067;DE;Abtweiler;55568;Landkreis Bad Kreuznach;Rheinland-Pfalz
2806596;DE;Achberg;88147;Landkreis Ravensburg;Baden-Württemberg
452972;DE;Achern;77855;Ortenaukreis;Baden-Württemberg
1182036;DE;Achim;28832;Landkreis Verden;Niedersachsen
959175;DE;Achslach;94250;Landkreis Regen;Bayern
2801019;DE;Achstetten;88480;Landkreis Biberach;Baden-Württemberg
548033;DE;Acht;56729;Landkreis Mayen-Koblenz;Rheinland-Pfalz
1246405;DE;Achtelsbach;55767;Landkreis Birkenfeld;Rheinland-Pfalz
548502;DE;Achterwehr;24239;Kreis Rendsburg-Eckernförde;Schleswig-Holstein
1417214;DE;Achtrup;25917;Kreis Nordfriesland;Schleswig-Holstein
2825844;DE;Adelberg;73099;Landkreis Göppingen;Baden-Württemberg
1399100;DE;Adelebsen;37139;Landkreis Göttingen;Niedersachsen
1796300;DE;Adelheidsdorf;29352;Landkreis Celle;Niedersachsen
915446;DE;Adelmannsfelden;73486;Ostalbkreis;Baden-Württemberg
943553;DE;Adelschlag;85111;Landkreis Eichstätt;Bayern
1016518;DE;Adelsdorf;91325;Landkreis Erlangen-Höchstadt;Bayern
403733;DE;Adelsheim;74740;Neckar-Odenwald-Kreis;Baden-Württemberg
534077;DE;Adelshofen;91587;Landkreis Ansbach;Bayern
933549;DE;Adelshofen;82276;Landkreis Fürstenfeldbruck;Bayern
452562;DE;Adelsried;86477;Landkreis Augsburg;Bayern
163655;DE;Adelzhausen;86559;Landkreis Aichach-Friedberg;Bayern
1060416;DE;Adenau;53518;Landkreis Ahrweiler;Rheinland-Pfalz
1246784;DE;Adenbach;67742;Landkreis Kusel;Rheinland-Pfalz
1363679;DE;Adenbüttel;38528;Landkreis Gifhorn;Niedersachsen
1392133;DE;Adendorf;21365;Landkreis Lüneburg;Niedersachsen
191347;DE;Adlkofen;84166;Landkreis Landshut;Bayern
391131;DE;Admannshagen-Bargeshagen;18211;Landkreis Rostock;Mecklenburg-Vorpommern
443610;DE;Adorf/Vogtland;8626;Vogtlandkreis;Sachsen
448016;DE;Aebtissinwisch;25572;Kreis Steinburg;Schleswig-Holstein
1169356;DE;Aerzen;31855;Landkreis Hameln-Pyrmont;Niedersachsen
405290;DE;Affalterbach;71563;Landkreis Ludwigsburg;Baden-Württemberg
393482;DE;Affing;86444;Landkreis Aichach-Friedberg;Bayern
1992924;DE;Affinghausen;27257;Landkreis Diepholz;Niedersachsen
1171872;DE;Affler;54689;Eifelkreis Bitburg-Prüm;Rheinland-Pfalz
445842;DE;Agathenburg;21684;Landkreis Stade;Niedersachsen
448765;DE;Agethorst;25560;Kreis Steinburg;Schleswig-Holstein
403747;DE;Aglasterhausen;74858;Neckar-Odenwald-Kreis;Baden-Württemberg
191355;DE;Aham;84168;Landkreis Landshut;Bayern
162877;DE;Ahaus;48683;Kreis Borken;Nordrhein-Westfalen
965596;DE;Ahausen;27367;Landkreis Rotenburg (Wümme);Niedersachsen
1408072;DE;Ahlbeck;17375;Landkreis Vorpommern-Greifswald;Mecklenburg-Vorpommern
1808860;DE;Ahlden;29693;Landkreis Heidekreis;Niedersachsen
548612;DE;Ahlefeld-Bistensee;24358;Kreis Rendsburg-Eckernförde;Schleswig-Holstein
152285;DE;Ahlen;59227;Kreis Warendorf;Nordrhein-Westfalen
152285;DE;Ahlen;59229;Kreis Warendorf;Nordrhein-Westfalen
446435;DE;Ahlerstedt;21702;Landkreis Stade;Niedersachsen
2409456;DE;Ahlsdorf;6313;Landkreis Mansfeld-Südharz;Sachsen-Anhalt
1273264;DE;Ahlstädt;98553;Landkreis Hildburghausen;Thüringen
530915;DE;Ahnatal;34292;Landkreis Kassel;Hessen
1145086;DE;Ahneby;24996;Kreis Schleswig-Flensburg;Schleswig-Holstein
1797682;DE;Ahnsbeck;29353;Landkreis Celle;Niedersachsen
1169362;DE;Ahnsen;31708;Landkreis Schaumburg;Niedersachsen
959667;DE;Aholfing;94345;Landkreis Straubing-Bogen;Bayern
959803;DE;Aholming;94527;Landkreis Deggendorf;Bayern
401808;DE;Ahorn;74744;Main-Tauber-Kreis;Baden-Württemberg
956872;DE;Ahorn;96482;Landkreis Coburg;Bayern
1071012;DE;Ahorntal;95491;Landkreis Bayreuth;Bayern
1021829;DE;Ahrbrück;53506;Landkreis Ahrweiler;Rheinland-Pfalz
382442;DE;Ahrensbök;23623;Kreis Ostholstein;Schleswig-Holstein
453746;DE;Ahrensburg;22926;Kreis Stormarn;Schleswig-Holstein
1318349;DE;Ahrensfelde;16356;Landkreis Barnim;Brandenburg
374204;DE;Ahrenshagen-Daskow;18320;Landkreis Vorpommern-Rügen;Mecklenburg-Vorpommern
1406816;DE;Ahrenshöft;25853;Kreis Nordfriesland;Schleswig-Holstein
374244;DE;Ahrenshoop;18347;Landkreis Vorpommern-Rügen;Mecklenburg-Vorpommern
1406979;DE;Ahrenviöl;25885;Kreis Nordfriesland;Schleswig-Holstein
1406977;DE;Ahrenviölfeld;24896;Kreis Nordfriesland;Schleswig-Holstein
1406977;DE;Ahrenviölfeld;25885;Kreis Nordfriesland;Schleswig-Holstein
161897;DE;Aichach;86551;Landkreis Aichach-Friedberg;Bayern
958122;DE;Aicha vorm Wald;94529;Landkreis Passau;Bayern
2792688;DE;Aichelberg;73101;Landkreis Göppingen;Baden-Württemberg
935172;DE;Aichen;86479;Landkreis Günzburg;Bayern
943754;DE;Aichhalden;78733;Landkreis Rottweil;Baden-Württemberg
2806735;DE;Aichstetten;88317;Landkreis Ravensburg;Baden-Württemberg
2796466;DE;Aichtal;72631;Landkreis Esslingen;Baden-Württemberg
2792901;DE;Aichwald;73773;Landkreis Esslingen;Baden-Württemberg
958099;DE;Aidenbach;94501;Landkreis Passau;Bayern
388769;DE;Aidhausen;97491;Landkreis Haßberge;Bayern
722153;DE;Aidlingen;71134;Landkreis Böblingen;Baden-Württemberg
956660;DE;Aiglsbach;84089;Landkreis Kelheim;Bayern
535001;DE;Ailertchen;56459;Westerwaldkreis;Rheinland-Pfalz
162453;DE;Aindling;86447;Landkreis Aichach-Friedberg;Bayern
941761;DE;Ainring;83404;Landkreis Berchtesgadener Land;Bayern
956819;DE;Aislingen;89344;Landkreis Dillingen an der Donau;Bayern
959661;DE;Aiterhofen;94330;Landkreis Straubing-Bogen;Bayern
1244183;DE;Aitern;79677;Landkreis Lörrach;Baden-Württemberg
2806736;DE;Aitrach;88319;Landkreis Ravensburg;Baden-Württemberg
447974;DE;Aitrang;87648;Landkreis Ostallgäu;Bayern
1329407;DE;Aken (Elbe);6385;Landkreis Anhalt-Bitterfeld;Sachsen-Anhalt
1329407;DE;Aken (Elbe);6386;Landkreis Anhalt-Bitterfeld;Sachsen-Anhalt
1284770;DE;Aland;39615;Landkreis Stendal;Sachsen-Anhalt
2186953;DE;Albaching;83544;Landkreis Rosenheim;Bayern
2786234;DE;Albbruck;79774;Landkreis Waldshut;Baden-Württemberg
423032;DE;Albersdorf;25767;Kreis Dithmarschen;Schleswig-Holstein
2778355;DE;Albersdorf;7646;Saale-Holzland-Kreis;Thüringen
2792707;DE;Albershausen;73095;Landkreis Göppingen;Baden-Württemberg
1252774;DE;Albersweiler;76857;Landkreis Südliche Weinstraße;Rheinland-Pfalz
283563;DE;Albertshofen;97320;Landkreis Kitzingen;Bayern
1246578;DE;Albessen;66871;Landkreis Kusel;Rheinland-Pfalz
1248583;DE;Albig;55234;Landkreis Alzey-Worms;Rheinland-Pfalz
1254398;DE;Albisheim (Pfrimm);67308;Donnersbergkreis;Rheinland-Pfalz
1471102;DE;Albsfelde;23909;Kreis Herzogtum Lauenburg;Schleswig-Holstein
2779017;DE;Albstadt;72458;Zollernalbkreis;Baden-Württemberg
2779017;DE;Albstadt;72459;Zollernalbkreis;Baden-Württemberg
2779017;DE;Albstadt;72461;Zollernalbkreis;Baden-Württemberg
158407;DE;Aldenhoven;52457;Kreis Düren;Nordrhein-Westfalen
958104;DE;Aldersbach;94501;Landkreis Passau;Bayern
1231975;DE;Aldingen;78554;Landkreis Tuttlingen;Baden-Württemberg
962467;DE;Alerheim;86733;Landkreis Donau-Ries;Bayern
1015138;DE;Alesheim;91793;Landkreis Weißenburg-Gunzenhausen;Bayern
568238;DE;Aletshausen;86480;Landkreis Günzburg;Bayern
1269727;DE;Alf;56859;Landkreis Cochem-Zell;Rheinland-Pfalz
401623;DE;Alfdorf;73553;Rems-Murr-Kreis;Baden-Württemberg
401623;DE;Alfdorf;73655;Rems-Murr-Kreis;Baden-Württemberg
966167;DE;Alfeld;91236;Landkreis Nürnberger Land;Bayern
1168905;DE;Alfeld (Leine);31061;Landkreis Hildesheim;Niedersachsen
1821138;DE;Alfhausen;49594;Landkreis Osnabrück;Niedersachsen
1269816;DE;Alflen;56828;Landkreis Cochem-Zell;Rheinland-Pfalz
1079020;DE;Alfstedt;27432;Landkreis Rotenburg (Wümme);Niedersachsen
172095;DE;Alfter;53347;Rhein-Sieg-Kreis;Nordrhein-Westfalen
91859;DE;Algermissen;31191;Landkreis Hildesheim;Niedersachsen
238961;DE;Alheim;36211;Landkreis Hersfeld-Rotenburg;Hessen
546611;DE;Alken;56332;Landkreis Mayen-Koblenz;Rheinland-Pfalz
396563;DE;Alkersleben;99310;Ilm-Kreis;Thüringen
1428588;DE;Alkersum;25938;Kreis Nordfriesland;Schleswig-Holstein
1245131;DE;Allenbach;55758;Landkreis Birkenfeld;Rheinland-Pfalz
418611;DE;Allendorf;35469;Landkreis Gießen;Hessen
539713;DE;Allendorf;56370;Rhein-Lahn-Kreis;Rheinland-Pfalz
1273287;DE;Allendorf;7426;Landkreis Saalfeld-Rudolstadt;Thüringen
443591;DE;Allendorf (Eder);35108;Landkreis Waldeck-Frankenberg;Hessen
1244219;DE;Allenfeld;55595;Landkreis Bad Kreuznach;Rheinland-Pfalz
2784841;DE;Allensbach;78476;Landkreis Konstanz;Baden-Württemberg
158406;DE;Allersberg;90584;Landkreis Roth;Bayern
30015;DE;Allershausen;85391;Landkreis Freising;Bayern
2801344;DE;Alleshausen;88422;Landkreis Biberach;Baden-Württemberg
933491;DE;Alling;82239;Landkreis Fürstenfeldbruck;Bayern
445854;DE;Allmannshofen;86695;Landkreis Augsburg;Bayern
2801315;DE;Allmannsweiler;88348;Landkreis Biberach;Baden-Württemberg
2803631;DE;Allmendingen;89604;Alb-Donau-Kreis;Baden-Württemberg
400939;DE;Allmersbach im Tal;71573;Rems-Murr-Kreis;Baden-Württemberg
2397385;DE;Allstedt;6542;Landkreis Mansfeld-Südharz;Sachsen-Anhalt
1567454;DE;Almdorf;25821;Kreis Nordfriesland;Schleswig-Holstein
418894;DE;Almersbach;57610;Landkreis Altenkirchen;Rheinland-Pfalz
58618;DE;Alpen;46519;Kreis Wesel;Nordrhein-Westfalen
453150;DE;Alpenrod;57642;Westerwaldkreis;Rheinland-Pfalz
453150;DE;Alpenrod;57647;Westerwaldkreis;Rheinland-Pfalz
2411295;DE;Alperstedt;99195;Landkreis Sömmerda;Thüringen
935834;DE;Alpirsbach;72275;Landkreis Freudenstadt;Baden-Württemberg
532368;DE;Alsbach;56237;Westerwaldkreis;Rheinland-Pfalz
452415;DE;Alsbach-Hähnlein;64665;Landkreis Darmstadt-Dieburg;Hessen
157993;DE;Alsdorf;52477;Städteregion Aachen;Nordrhein-Westfalen
422316;DE;Alsdorf;57518;Landkreis Altenkirchen;Rheinland-Pfalz
1163504;DE;Alsdorf;54668;Eifelkreis Bitburg-Prüm;Rheinland-Pfalz
1253873;DE;Alsenz;67821;Donnersbergkreis;Rheinland-Pfalz
418327;DE;Alsfeld;36304;Vogelsbergkreis;Hessen
1248686;DE;Alsheim;67577;Landkreis Alzey-Worms;Rheinland-Pfalz
1332300;DE;Alsleben;6425;Salzlandkreis;Sachsen-Anhalt
2792885;DE;Altbach;73776;Landkreis Esslingen;Baden-Württemberg
1157542;DE;Alt Bennebek;24848;Kreis Schleswig-Flensburg;Schleswig-Holstein
394333;DE;Alt Bukow;18233;Landkreis Rostock;Mecklenburg-Vorpommern
1322902;DE;Altdöbern;3229;Landkreis Oberspreewald-Lausitz;Brandenburg
190875;DE;Altdorf;84032;Landkreis Landshut;Bayern
722061;DE;Altdorf;71155;Landkreis Böblingen;Baden-Württemberg
902680;DE;Altdorf;72655;Landkreis Esslingen;Baden-Württemberg
1252492;DE;Altdorf;67482;Landkreis Südliche Weinstraße;Rheinland-Pfalz
966164;DE;Altdorf bei Nürnberg;90518;Landkreis Nürnberger Land;Bayern
548573;DE;Alt Duvenstedt;24782;Kreis Rendsburg-Eckernförde;Schleswig-Holstein
548573;DE;Alt Duvenstedt;24791;Kreis Rendsburg-Eckernförde;Schleswig-Holstein
548573;DE;Alt Duvenstedt;24811;Kreis Rendsburg-Eckernförde;Schleswig-Holstein
1438081;DE;Altefähr;18573;Landkreis Vorpommern-Rügen;Mecklenburg-Vorpommern
964628;DE;Alteglofsheim;93087;Landkreis Regensburg;Bayern
168547;DE;Altena;58762;Märkischer Kreis;Nordrhein-Westfalen
1021826;DE;Altenahr;53505;Landkreis Ahrweiler;Rheinland-Pfalz
1244034;DE;Altenbamberg;55585;Landkreis Bad Kreuznach;Rheinland-Pfalz
148072;DE;Altenbeken;33184;Kreis Paderborn;Nordrhein-Westfalen
455484;DE;Altenberg;1773;Landkreis Sächsische Schweiz-Osterzgebirge;Sachsen
455484;DE;Altenberg;1778;Landkreis Sächsische Schweiz-Osterzgebirge;Sachsen
2458400;DE;Altenberga;7768;Saale-Holzland-Kreis;Thüringen
155779;DE;Altenberge;48341;Kreis Steinfurt;Nordrhein-Westfalen
1273353;DE;Altenbeuthen;7338;Landkreis Saalfeld-Rudolstadt;Thüringen
394512;DE;Altenbuch;97901;Landkreis Miltenberg;Bayern
1263721;DE;Altenburg;4600;Landkreis Altenburger Land;Thüringen
537133;DE;Altendiez;65624;Rhein-Lahn-Kreis;Rheinland-Pfalz
962080;DE;Altendorf;92540;Landkreis Schwandorf;Bayern
1077529;DE;Altendorf;96146;Landkreis Bamberg;Bayern
1246622;DE;Altenglan;66885;Landkreis Kusel;Rheinland-Pfalz
1427896;DE;Altenhagen;17091;Landkreis Mecklenburgische Seenplatte;Mecklenburg-Vorpommern
1286652;DE;Altenhausen;39343;Landkreis Börde;Sachsen-Anhalt
554562;DE;Altenhof;24340;Kreis Rendsburg-Eckernförde;Schleswig-Holstein
1424152;DE;Altenhof;17209;Landkreis Mecklenburgische Seenplatte;Mecklenburg-Vorpommern
554747;DE;Altenholz;24161;Kreis Rendsburg-Eckernförde;Schleswig-Holstein
1252363;DE;Altenkirchen;66903;Landkreis Kusel;Rheinland-Pfalz
1437950;DE;Altenkirchen;18556;Landkreis Vorpommern-Rügen;Mecklenburg-Vorpommern
418895;DE;Altenkirchen (Westerwald);57610;Landkreis Altenkirchen;Rheinland-Pfalz
382409;DE;Altenkrempe;23730;Kreis Ostholstein;Schleswig-Holstein
1026858;DE;Altenkunstadt;96264;Landkreis Lichtenfels;Bayern
941639;DE;Altenmarkt an der Alz;83352;Landkreis Traunstein;Bayern
1460228;DE;Altenmedingen;29575;Landkreis Uelzen;Niedersachsen
447188;DE;Altenmoor;25335;Kreis Steinburg;Schleswig-Holstein
452561;DE;Altenmünster;86450;Landkreis Augsburg;Bayern
374185;DE;Altenpleen;18445;Landkreis Vorpommern-Rügen;Mecklenburg-Vorpommern
2796467;DE;Altenriet;72657;Landkreis Esslingen;Baden-Württemberg
450108;DE;Altenstadt;63674;Wetteraukreis;Hessen
936742;DE;Altenstadt;86972;Landkreis Weilheim-Schongau;Bayern
941073;DE;Altenstadt;89281;Landkreis Neu-Ulm;Bayern
1059433;DE;Altenstadt an der Waldnaab;92665;Landkreis Neustadt an der Waldnaab;Bayern
1174479;DE;Altensteig;72213;Landkreis Calw;Baden-Württemberg
964624;DE;Altenthann;93177;Landkreis Regensburg;Bayern
1427888;DE;Altentreptow;17087;Landkreis Mecklenburgische Seenplatte;Mecklenburg-Vorpommern
1204726;DE;Alterkülz;56288;Rhein-Hunsrück-Kreis;Rheinland-Pfalz
180669;DE;Altertheim;97237;Landkreis Würzburg;Bayern
191496;DE;Altfraunhofen;84169;Landkreis Landshut;Bayern
933521;DE;Althegnenberg;82278;Landkreis Fürstenfeldbruck;Bayern
2802280;DE;Altheim;88499;Landkreis Biberach;Baden-Württemberg
2803632;DE;Altheim;89605;Alb-Donau-Kreis;Baden-Württemberg
2790973;DE;Altheim (Alb);89174;Alb-Donau-Kreis;Baden-Württemberg
933498;DE;Althengstett;75382;Landkreis Calw;Baden-Württemberg
1250687;DE;Althornbach;66484;Landkreis Südwestpfalz;Rheinland-Pfalz
400938;DE;Althütte;71566;Rems-Murr-Kreis;Baden-Württemberg
1318343;DE;Althüttendorf;16247;Landkreis Barnim;Brandenburg
2020631;DE;Altkalen;17179;Landkreis Rostock;Mecklenburg-Vorpommern
1451540;DE;Alt Krenzlin;19288;Landkreis Ludwigslust-Parchim;Mecklenburg-Vorpommern
1332946;DE;Altlandsberg;15345;Landkreis Märkisch-Oderland;Brandenburg
1269719;DE;Altlay;56858;Landkreis Cochem-Zell;Rheinland-Pfalz
1249748;DE;Altleiningen;67316;Landkreis Bad Dürkheim;Rheinland-Pfalz
1249748;DE;Altleiningen;67317;Landkreis Bad Dürkheim;Rheinland-Pfalz
453415;DE;Altlußheim;68804;Rhein-Neckar-Kreis;Baden-Württemberg
943548;DE;Altmannstein;93336;Landkreis Eichstätt;Bayern
1284744;DE;Altmärkische Höhe;39606;Landkreis Stendal;Sachsen-Anhalt
1284744;DE;Altmärkische Höhe;39615;Landkreis Stendal;Sachsen-Anhalt
1284749;DE;Altmärkische Wische;39615;Landkreis Stendal;Sachsen-Anhalt
1444893;DE;Alt Meteln;19069;Landkreis Nordwestmecklenburg;Mecklenburg-Vorpommern
414485;DE;Altmittweida;9648;Landkreis Mittelsachsen;Sachsen
1467346;DE;Alt Mölln;23881;Kreis Herzogtum Lauenburg;Schleswig-Holstein
167317;DE;Altomünster;85250;Landkreis Dachau;Bayern
942029;DE;Altötting;84503;Landkreis Altötting;Bayern
1259135;DE;Altrich;54518;Landkreis Bernkastel-Wittlich;Rheinland-Pfalz
418402;DE;Altrip;67122;Rhein-Pfalz-Kreis;Rheinland-Pfalz
1171858;DE;Altscheid;54636;Eifelkreis Bitburg-Prüm;Rheinland-Pfalz
1424389;DE;Alt Schwerin;17214;Landkreis Mecklenburgische Seenplatte;Mecklenburg-Vorpommern
2808120;DE;Altshausen;88361;Landkreis Ravensburg;Baden-Württemberg
1269731;DE;Altstrimmig;56858;Landkreis Cochem-Zell;Rheinland-Pfalz
1996945;DE;Alt Sührkow;17166;Landkreis Rostock;Mecklenburg-Vorpommern
1427539;DE;Alt Tellin;17129;Landkreis Vorpommern-Greifswald;Mecklenburg-Vorpommern
1332921;DE;Alt Tucheband;15328;Landkreis Märkisch-Oderland;Brandenburg
957781;DE;Altusried;87452;Landkreis Oberallgäu;Bayern
1408065;DE;Altwarp;17375;Landkreis Vorpommern-Greifswald;Mecklenburg-Vorpommern
1241628;DE;Altweidelbach;55469;Rhein-Hunsrück-Kreis;Rheinland-Pfalz
1410793;DE;Altwigshagen;17379;Landkreis Vorpommern-Greifswald;Mecklenburg-Vorpommern
1451533;DE;Alt Zachun;19230;Landkreis Ludwigslust-Parchim;Mecklenburg-Vorpommern
1388877;DE;Alt Zauche-Wußwerk;15913;Landkreis Dahme-Spreewald;Brandenburg
442764;DE;Alveslohe;25486;Kreis Segeberg;Schleswig-Holstein
534148;DE;Alzenau;63755;Landkreis Aschaffenburg;Bayern
902672;DE;Alzey;55232;Landkreis Alzey-Worms;Rheinland-Pfalz
62772;DE;Amberg;92224;;Bayern
958187;DE;Amberg;86854;Landkreis Unterallgäu;Bayern
1846190;DE;Amelinghausen;21385;Landkreis Lüneburg;Niedersachsen
2156163;DE;Amerang;83123;Landkreis Rosenheim;Bayern
962454;DE;Amerdingen;86735;Landkreis Donau-Ries;Bayern
9206494;DE;Am Ettersberg;99439;Landkreis Weimarer Land;Thüringen
1286625;DE;Am Großen Bruch;39393;Landkreis Börde;Sachsen-Anhalt
1171847;DE;Ammeldingen an der Our;54675;Eifelkreis Bitburg-Prüm;Rheinland-Pfalz
1171880;DE;Ammeldingen bei Neuerburg;54673;Eifelkreis Bitburg-Prüm;Rheinland-Pfalz
176780;DE;Am Mellensee;15838;Landkreis Teltow-Fläming;Brandenburg
2778907;DE;Ammerbuch;72119;Landkreis Tübingen;Baden-Württemberg
1016395;DE;Ammerndorf;90614;Landkreis Fürth;Bayern
312038;DE;Ammersbek;22949;Kreis Stormarn;Schleswig-Holstein
1028553;DE;Ammerthal;92260;Landkreis Amberg-Sulzbach;Bayern
2799906;DE;Am Ohmberg;37345;Landkreis Eichsfeld;Thüringen
225501;DE;Amöneburg;35287;Landkreis Marburg-Biedenkopf;Hessen
393471;DE;Amorbach;63916;Landkreis Miltenberg;Bayern
941001;DE;Ampfing;84539;Landkreis Mühldorf am Inn;Bayern
394330;DE;Am Salzhaff;18233;Landkreis Rostock;Mecklenburg-Vorpommern
2770608;DE;Amstetten;73340;Alb-Donau-Kreis;Baden-Württemberg
10519401;DE;Amt Creuzburg;99831;Wartburgkreis;Thüringen
1851834;DE;Amt Neuhaus;19273;Landkreis Lüneburg;Niedersachsen
422409;DE;Amtsberg;9439;Erzgebirgskreis;Sachsen
2666038;DE;Amt Wachsenburg;99334;Ilm-Kreis;Thüringen
2808296;DE;Amtzell;88279;Landkreis Ravensburg;Baden-Württemberg
932296;DE;Andechs;82346;Landkreis Starnberg;Bayern
1079012;DE;Anderlingen;27446;Landkreis Rotenburg (Wümme);Niedersachsen
541666;DE;Andernach;56626;Landkreis Mayen-Koblenz;Rheinland-Pfalz
2402486;DE;An der Poststraße;6647;Burgenlandkreis;Sachsen-Anhalt
9205121;DE;An der Schmücke;6577;Kyffhäuserkreis;Thüringen
2006684;DE;Andervenne;49832;Landkreis Emsland;Niedersachsen
2411239;DE;Andisleben;99189;Landkreis Sömmerda;Thüringen
453373;DE;Angelbachtal;74918;Rhein-Neckar-Kreis;Baden-Württemberg
225487;DE;Angelburg;35719;Landkreis Marburg-Biedenkopf;Hessen
941791;DE;Anger;83454;Landkreis Berchtesgadener Land;Bayern
1334084;DE;Angermünde;16278;Landkreis Uckermark;Brandenburg
1286657;DE;Angern;39326;Landkreis Börde;Sachsen-Anhalt
1286657;DE;Angern;39517;Landkreis Börde;Sachsen-Anhalt
444701;DE;Anhausen;56584;Landkreis Neuwied;Rheinland-Pfalz
1424417;DE;Ankershagen;17219;Landkreis Mecklenburgische Seenplatte;Mecklenburg-Vorpommern
1432550;DE;Anklam;17389;Landkreis Vorpommern-Greifswald;Mecklenburg-Vorpommern
1817198;DE;Ankum;49577;Landkreis Osnabrück;Niedersachsen
536625;DE;Annaberg-Buchholz;9456;Erzgebirgskreis;Sachsen
2283775;DE;Annaburg;6925;Landkreis Wittenberg;Sachsen-Anhalt
1252764;DE;Annweiler am Trifels;76855;Landkreis Südliche Weinstraße;Rheinland-Pfalz
153400;DE;Anröchte;59609;Kreis Soest;Nordrhein-Westfalen
62654;DE;Ansbach;91522;;Bayern
548034;DE;Anschau;56729;Landkreis Mayen-Koblenz;Rheinland-Pfalz
936943;DE;Antdorf;82387;Landkreis Weilheim-Schongau;Bayern
418326;DE;Antrifttal;36326;Vogelsbergkreis;Hessen
1060412;DE;Antweiler;53533;Landkreis Ahrweiler;Rheinland-Pfalz
929824;DE;Anzing;85646;Landkreis Ebersberg;Bayern
1176599;DE;Apelern;31552;Landkreis Schaumburg;Niedersachsen
1187347;DE;Apen;26689;Landkreis Ammerland;Niedersachsen
1285614;DE;Apenburg-Winterfeld;38486;Altmarkkreis Salzwedel;Sachsen-Anhalt
446434;DE;Apensen;21641;Landkreis Stade;Niedersachsen
932427;DE;Apfeldorf;86974;Landkreis Landsberg am Lech;Bayern
957119;DE;Apfeltrach;87742;Landkreis Unterallgäu;Bayern
2856439;DE;Apolda;99510;Landkreis Weimarer Land;Thüringen
278581;DE;Appel;21279;Landkreis Harburg;Niedersachsen
443484;DE;Appen;25482;Kreis Pinneberg;Schleswig-Holstein
1245804;DE;Appenheim;55437;Landkreis Mainz-Bingen;Rheinland-Pfalz
452982;DE;Appenweier;77767;Ortenaukreis;Baden-Württemberg
1075157;DE;Arbach;56769;Landkreis Vulkaneifel;Rheinland-Pfalz
534392;DE;Arberg;91722;Landkreis Ansbach;Bayern
1060418;DE;Aremberg;53533;Landkreis Ahrweiler;Rheinland-Pfalz
1285588;DE;Arendsee (Altmark);39619;Altmarkkreis Salzwedel;Sachsen-Anhalt
1259126;DE;Arenrath;54518;Landkreis Bernkastel-Wittlich;Rheinland-Pfalz
2395853;DE;Arenshausen;37318;Landkreis Eichsfeld;Thüringen
943712;DE;Aresing;86561;Landkreis Neuburg-Schrobenhausen;Bayern
548036;DE;Arft;56729;Landkreis Mayen-Koblenz;Rheinland-Pfalz
2806737;DE;Argenbühl;88260;Landkreis Ravensburg;Baden-Württemberg
1244212;DE;Argenschwang;55595;Landkreis Bad Kreuznach;Rheinland-Pfalz
1241484;DE;Argenthal;55496;Rhein-Hunsrück-Kreis;Rheinland-Pfalz
2011073;DE;Arholzen;37627;Landkreis Holzminden;Niedersachsen
423046;DE;Arkebek;25767;Kreis Dithmarschen;Schleswig-Holstein
1405506;DE;Arlewatt;25860;Kreis Nordfriesland;Schleswig-Holstein
1248409;DE;Armsheim;55288;Landkreis Alzey-Worms;Rheinland-Pfalz
423191;DE;Armstedt;24616;Kreis Segeberg;Schleswig-Holstein
1527157;DE;Armstorf;21769;Landkreis Cuxhaven;Niedersachsen
